index,palce,url,is_accessibility,rating,n_reviews,address,price,idx_category,description,lat,long,Coordinate,Is_accessibility,category
129,Pura Geger Beach,"https://www.google.com/maps/place/Pura+Geger+Beach/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd25ccfdf2bbe1f:0x27ad3d7e47072359!8m2!3d-8.819863!4d115.223829!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOSGEyTXlhMTlSUlJBQuABAA!16s%2Fg%2F11cm_pt96n?entry=ttu",0,4.7,1009,"Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali",15000,0,"Pura Geger Beach is a secluded beach located in Nusa Dua, Bali, Indonesia. It is known for its stunning views of the Indian Ocean, its white sand, and its calm waves. The beach is a popular spot for swimming, sunbathing, and surfing.",-8.784381828,115.2162191,"-8.784381827547843, 115.21621910138774",FALSE,Pura
130,Taman Pujaan Bangsa Margarana,"https://www.google.com/maps/place/Taman+Pujaan+Bangsa+Margarana/@-8.4650082,115.1611738,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd224ecc2709e95:0xcff854ae0dff4ab5!8m2!3d-8.4650135!4d115.1637487!16s%2Fg%2F11cr_gmq23?entry=ttu",0,4.7,1357,"G5M7+XFX, Kelaci, Marga Dauh Puri, Marga, Marga Dauh Puri, Kec. Marga, Kabupaten Tabanan, Bali 82181",15000,4,"The Margarana National Memorial Park is a memorial park established to commemorate the tragedy of Puputan Margarana, located in Marga Village, Marga District, Tabanan Regency, Bali. The park covers an area of about 9 hectares and contains about 1,372 tombstones or monuments of heroes who died fighting for independence.",-8.464817179,115.1637487,"-8.464817178778288, 115.16374870000001",FALSE,Taman
131,Pantai Mengening,"https://www.google.com/maps/place/Pantai+Mengening/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd23821f5031d75:0xc34126863786026b!8m2!3d-8.6395322!4d115.1007188!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VReU9XSXpTa3RSRUFF4AEA!16s%2Fg%2F11bv30m61d?entry=ttu",0,4.7,1809,"Cemagi, Kec. Mengwi, Kabupaten Badung, Bali",15000,2,"Mengening Beach is a beautiful beach with soft black sand and clear seawater. This beach is famous for its stunning sunset views. Here, you can also find a Hindu temple located on a rock.",-8.613337665,115.0926229,"-8.613337665020335, 115.09262291388796",FALSE,Pantai
132,Brahmavihara Arama,"https://www.google.com/maps/place/Brahmavihara+Arama/@-8.2105884,114.97143,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd18312c25ac867:0x5305db0197bf2426!8m2!3d-8.2105937!4d114.9740049!16s%2Fg%2F11c54c6ny9?entry=ttu",0,4.7,2019,"Banjar Dinas Tangeb, Banjar Tegeha, Kec. Banjar, Kabupaten Buleleng, Bali 81152",25000,0,"The largest Buddhist monastery in Bali with tranquil gardens, meditation rooms, and a library.",-8.210333538,114.97408,"-8.21033353775669, 114.97408000185006",FALSE,Vihara
133,Gedung Ksirarnawa,"https://www.google.com/maps/place/Gedung+Ksirarnawa/@-8.6556795,115.2329139,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd24086e4955555:0x498f6079b7f79379!8m2!3d-8.6556795!4d115.2329139!16s%2Fg%2F11gd1wwr30?entry=ttu",1,4.7,742,"86VM+P5F, Kawasan Art Center, Gedung Ksirarnawa, Jl. Nusa Indah, Sumerta Kelod, Kec. Denpasar Tim., Kota Denpasar, Bali 80236",15000,0,"The Ksirarnawa Building is one of the main facilities at the Bali Cultural Park (Art Center) located in Denpasar, Bali. This building is one of the important performing arts landmarks in Bali and is often used for various arts and cultural events.",-8.65550449,115.2326886,"-8.655504490385825, 115.23268859444987",TRUE,Amfiteater
134,Lapangan Puputan Badung (I Gusti Ngurah Made Agung),"https://www.google.com/maps/place/Lapangan+Puputan+Badung+(I+Gusti+Ngurah+Made+Agung)/@-8.6564627,115.1997178,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd24149216c058f:0x5d8dd5076a7a4d06!8m2!3d-8.6564627!4d115.2177422!15sCg9tb251bWVuIGRpIGJhbGlaESIPbW9udW1lbiBkaSBiYWxpkgEJY2l0eV9wYXJrmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU50ZEhVMk1XcG5SUkFC4AEA!16s%2Fg%2F11n0mkk98h?entry=ttu",1,4.7,3258,"Dauh Puri Kangin, Kec. Denpasar Bar., Kota Denpasar, Bali",15000,4,"Popular nighttime hangout around a monument with lilies in a pond, fringed by street food vendors.",-8.655465677,115.2175706,"-8.655465676517341, 115.21757058263887",TRUE,Taman
135,Museum Subak,"https://www.google.com/maps/place/Museum+Subak/@-8.6355755,115.2093813,14z/data=!4m10!1m2!2m1!1smuseum+di+bali!3m6!1s0x2dd23f9afe8655cf:0xff8edbb0fdd262f5!8m2!3d-8.6355755!4d115.2454302!15sCg5tdXNldW0gZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbuABAA!16s%2Fg%2F11b6xkr_dd?entry=ttu",0,4.8,5,"967W+Q57, Jalan Gatot Subroto, Kesiman Kertalangu, Tabanan, Kota Denpasar, Bali 82121",15000,0,"Museum Subak is a museum dedicated to the preservation and presentation of the Subak system, a traditional Balinese irrigation system that has been recognized as a UNESCO World Heritage Site.",-8.633496482,115.2450869,"-8.63349648175609, 115.2450868652777",FALSE,Museum
136,Museum Penanggulangan Terorisme Polda Bali,"https://www.google.com/maps/place/Museum+Penanggulangan+Terorisme+Polda+Bali/@-8.6447966,115.2111996,14z/data=!4m10!1m2!2m1!1smuseum+di+bali!3m6!1s0x2dd23f9ea0e13a77:0x2c8663e0d1694d3a!8m2!3d-8.6447966!4d115.2472485!15sCg5tdXNldW0gZGkgYmFsaZIBBm11c2V1beABAA!16s%2Fg%2F11j3ry3j6b?entry=ttu",0,4.8,12,"964W+3VQ, Kesiman Kertalangu, Kec. Denpasar Tim., Kota Denpasar, Bali 80237",15000,0,"Museum Penanggulangan Terorisme Polda Bali is a museum dedicated to the history of counterterrorism in Indonesia. It is located in Denpasar, Bali, and is the first of its kind in the country. The museum was established in 2019 and is open to the public.",-8.64254792,115.2471627,"-8.642547920460709, 115.24716265733501",FALSE,Museum
137,Pura Dalem Desa Adat Negara Batuan,"https://www.google.com/maps/place/Pura+Dalem+Desa+Adat+Negara+Batuan/@-8.5781303,114.9702712,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd23e3c38e91e89:0x319e719930be0723!8m2!3d-8.5891063!4d115.2673315!15sChBkZXNhIGJ1ZGF5YSBiYWxpWhIiEGRlc2EgYnVkYXlhIGJhbGmSAQxoaW5kdV90ZW1wbGWaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUkJPV1o2YWpoM1JSQULgAQA!16s%2Fg%2F11b6bnbydl?entry=ttu",0,4.8,15,"C768+9W4, Jl. Raya Negara, Batuan, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",50000,0,"Pura Dalem Desa Adat Negara Batuan, also known as Pura Dalem Desa Batuan, is a Hindu temple located in the village of Batuan, Gianyar Regency, Bali, Indonesia. It is one of the three main temples in the village, along with Pura Puseh and Pura Ulun Danu. The temple is dedicated to Hyang Hyang Dewi Danu, the goddess of water, and is believed to have been built in the 11th century.",-8.573717007,115.2614089,"-8.573717006697184, 115.26140888611056",FALSE,Pura
138,Pantai Batu Mejan,"https://www.google.com/maps/place/Mejan+Stone+Beach/@-8.6546834,115.1044994,14z/data=!3m1!4b1!4m6!3m5!1s0x2dd2387669f265eb:0xf287030294190338!8m2!3d-8.6547265!4d115.1250991!16s%2Fg%2F11g6n_1k24?entry=ttu",0,4.8,16,"GWFJ+RP4, Jalan Pantai Mejan Jl. Surabrata, Lalanglinggah, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162",15000,2,"Batu Mejan Beach, also known as Echo Beach, is one of the popular beaches in Canggu, Bali. This beach is famous for its big waves and is suitable for surfing. In addition, this beach also has beautiful scenery and a calm atmosphere, making it an ideal place to relax and enjoy the sunset.",-8.653814175,115.1249274,"-8.653814175474624, 115.12492743862846",FALSE,Pantai
139,Air Terjun Umejero,"https://www.google.com/maps/place/Air+Terjun+Umejero/@-8.4288215,114.4205928,9z/data=!4m6!3m5!1s0x2dd186fa51f5c5e5:0x4a37736149e3dd50!8m2!3d-8.2908499!4d115.0383699!16s%2Fg%2F11gfdvkgsh?entry=ttu",0,4.8,71,"P25Q+M89, Umejero, Kec. Busung Biu, Kabupaten Buleleng, Bali 81154",15000,1,"Air Terjun Umejero, also known as Umejero Waterfall, is a hidden gem nestled in the verdant hills of Busung Biu, Bali. Surrounded by lush greenery and cascading down a series of rocky tiers, this waterfall offers a tranquil escape from the hustle and bustle of everyday life",-8.229077048,115.0495601,"-8.22907704827162, 115.0495600652766",FALSE,Air Terjun
140,Pantai Lovina,"https://www.google.com/maps/place/Lovina+Dolphin+Watching/@-8.1634266,114.4449234,10z/data=!4m11!1m3!2m2!1stujuan+wisata+di+bali!6e1!3m6!1s0x2dd19bcfaf61a51f:0x1e7f20e0a156e98e!8m2!3d-8.1639235!4d115.0215886!15sChV0dWp1YW4gd2lzYXRhIGRpIGJhbGlaFyIVdHVqdWFuIHdpc2F0YSBkaSBiYWxpkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU01TWs0MmIxQjNFQUXgAQA!16s%2Fg%2F11k43c0qq_?entry=ttu",0,4.8,252,"Pantai Lovina, Spice Beach Club, Near Pepito Market, Kaliasem, Kec. Banjar, Kabupaten Buleleng, Bali 81152",15000,2,"Pantai Lovina is a coastal area located in the northern part of Bali, Indonesia. It is known for its black sand beaches, calm waters, and the opportunity to see dolphins in their natural habitat. The area is also home to a number of traditional Balinese villages,",-8.127401526,115.0052261,"-8.127401526232587, 115.00522611666561",FALSE,Pantai
141,Museum Bung Karno,"https://www.google.com/maps/place/Museum+Bung+Karno/@-8.6720564,115.1980267,14z/data=!4m10!1m2!2m1!1smuseum+di+bali!3m6!1s0x2dd240f41316aba9:0xee0444b04514883f!8m2!3d-8.6723877!4d115.2254766!15sCg5tdXNldW0gZGkgYmFsaVoQIg5tdXNldW0gZGkgYmFsaZIBFGxvY2FsX2hpc3RvcnlfbXVzZXVtmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVI0ZWpkSWVuVm5SUkFC4AEA!16s%2Fg%2F11cky1grkq?entry=ttu",0,4.8,1391,"Jl. Raya Puputan No.80, Dangin Puri Klod, Kec. Denpasar Tim., Kota Denpasar, Bali 80234",25000,0,"This museum is dedicated to remembering Bung Karno, the first President of Indonesia. The museum may display artifacts and information about Bung Karno's life and struggle, as well as his role in Indonesian history.",-8.671420029,115.2253209,"-8.671420028728932, 115.22532085807286",FALSE,Museum
142,Pantai Melasti Ungasan,"https://www.google.com/maps/place/Pantai+Melasti+Ungasan/@-8.7226249,114.592745,10z/data=!4m11!1m3!2m2!1spantai+di+bali!6e1!3m6!1s0x2dd25b937f74a77f:0xd7fc41e66544fbab!8m2!3d-8.8477419!4d115.1606704!15sCg5wYW50YWkgZGkgYmFsaVoQIg5wYW50YWkgZGkgYmFsaZIBEnRvdXJpc3RfYXR0cmFjdGlvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMU5sOUhZM05uUlJBQuABAA!16s%2Fg%2F11kxmz2m5x?entry=ttu",0,4.8,19795,"Bali, Kabupaten Badung, Kec. Kuta Sel., Ungasan, Unnamed Road",15000,2,"Pantai Melasti Ungasan is a stunning beach located in the southern part of Bali, Indonesia. It is known for its white sand, clear blue water, and dramatic cliffs that provide breathtaking views of the Indian Ocean. The beach is also a popular spot for surfing, swimming,",-8.81288156,115.1585409,"-8.812881560352304, 115.1585408805545",FALSE,Pantai
143,Desa Wisata Penglipuran,"https://www.google.com/maps/place/Desa+Wisata+Penglipuran/@-8.4224986,115.3571782,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2196eace4f4a9:0x3319169adf0c3419!8m2!3d-8.4225039!4d115.3597531!16s%2Fg%2F11g6htx9w5?entry=ttu",1,4.8,23014,"Jl. Penglipuran, Kubu, Kec. Bangli, Kabupaten Bangli, Bali 80611",50000,0,A traditional Balinese village that sells handicrafts and local products and offers homestay accommodations.,-8.422190813,115.359796,"-8.42219081271329, 115.35979601534287",TRUE,Desa Budaya
144,Monumen Candi Perjuangan Desa Lumbung,"https://www.google.com/maps/place/Monumen+Candi+Perjuangan+Desa+Lumbung/@-8.4737064,115.0099377,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd22f0568410423:0x9becf6d12f4d9f11!8m2!3d-8.4737117!4d115.0125126!16s%2Fg%2F11gt__32vy?entry=ttu",0,4.9,11,"G2G7+G26, Lumbung, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162",30000,0,This monument was established to commemorate the struggle of the people of Lumbung Village in maintaining their local cultural and historical values. This monument may become a pilgrimage site and a symbol of local identity.,-8.473398654,115.0126413,"-8.473398654270119, 115.01264134602863",FALSE,Monumen
145,Batu Kursi View point,"https://www.google.com/maps/place/Batu+Kursi+View+point/@-8.1560299,114.6596926,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd16f2b61e92705:0xc4a283d474cd8a0d!8m2!3d-8.1560352!4d114.6622675!16s%2Fg%2F11qrf2d0jc?entry=ttu",0,4.9,22,"RMV6+HWJ, Pemuteran, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155",15000,1,"Batu Kursi View Point is a place that offers stunning natural scenery, possibly in the form of hills, terraced rice fields, or the sea. This place is often visited for enjoying the view and photo activities.",-8.155838724,114.6623211,"-8.15583872407267, 114.66232114417859",FALSE,Tujuan Wisata
146,Taman Bidadari Waterfall (Subak Pohasem),"https://www.google.com/maps/place/Taman+Bidadari+Waterfall+(Subak+Pohasem)/@-8.2379071,114.9656161,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd183c55f4d39db:0x5007bfeb55dc467e!8m2!3d-8.2379124!4d114.968191!16s%2Fg%2F11v04th_xg?entry=ttu",0,5,1,"Jl. Pohasem, Mayong, Kec. Seririt, Kabupaten Buleleng, Bali 81153",15000,1,"Taman Bidadari Waterfall, also known as Subak Pohasem, is a beautiful waterfall in Bali. This place offers a hiking experience and enjoying the natural beauty and enchanting waterfalls.",-8.237662874,114.9682125,"-8.237662873823316, 114.96821245767146",FALSE,Air Terjun
147,Rice Terrace,"https://www.google.com/maps/place/Rice+Terrace+Trekking+%26+Swing+Uma+Ceking/@-8.4349249,115.2766137,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2236c57712761:0x2b3ec4ea784029a9!8m2!3d-8.4349302!4d115.2791886!16s%2Fg%2F11tdn1bc50?entry=ttu",0,5,1,"Sarikuning, Tukadaya, Kabupaten Jembrana, Bali 82252",15000,1,"Rice terrace trekking is a popular activity in Bali, Indonesia, allowing visitors to experience the island's stunning natural beauty and unique culture.  These tiered paddies carved into the hillsides are a UNESCO World Heritage Site and a central part of Balinese life. Trekkers can walk through the terraces, learn about the traditional subak irrigation system, and enjoy breathtaking views.",-8.434659574,115.2792422,"-8.434659573938735, 115.27924224417859",FALSE,Tujuan Wisata
148,WISATA PANTAI GEROKGAK,"https://www.google.com/maps/place/WISATA+PANTAI+GEROKGAK/@-8.178087,114.7865822,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd171af4e8627b1:0xb854b3cd9a3b6135!8m2!3d-8.1780923!4d114.7891571!16s%2Fg%2F11vlk0fp31?entry=ttu",0,5,1,"RQCQ+QM7, jl.pantai, Gerokgak, Kec. Gerokgak, Kabupaten Buleleng, Bali",15000,2,"Gerokgak is a kecamatan (district) in the Buleleng Regency of Bali, Indonesia. It is located in the northern part of the island, and is known for its beautiful beaches, stunning scenery, and laid-back atmosphere.",-8.177800257,114.7891678,"-8.177800257289421, 114.78916782883572",FALSE,Pantai
149,Desa Adat Kalanganyar,"https://www.google.com/maps/place/Pura+Desa+-+Desa+Adat+Kalanganyar/@-8.1957151,114.6077018,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd179666340b64d:0xe67f0cd56fe22d6!8m2!3d-8.1957151!4d114.8960929!15sChBkZXNhIGJ1ZGF5YSBiYWxpkgEGbXVzZXVt4AEA!16s%2Fg%2F11jvmlwb2c?entry=ttu",0,5,1,"RV3W+PC8, Banjar Asem, Kec. Seririt, Kabupaten Buleleng, Bali 81153",15000,0,"Desa Adat Kalanganyar is a traditional Balinese village located in the Gianyar Regency, Bali. It is known for its well-preserved cultural heritage and adherence to traditional customs and practices. The village is home to a number of temples, including Pura Desa, and is a popular destination for visitors interested in experiencing authentic Balinese culture.",-8.174985763,114.8967795,"-8.174985762681903, 114.89677954965222",FALSE,Museum
150,Bali Oka Monumen,"https://www.google.com/maps/place/Bali+Oka+Monumen/@-8.625626,115.1828236,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd23f30aa9d2f79:0xd0411eecdcf97a9d!8m2!3d-8.625626!4d115.200848!15sCg9tb251bWVuIGRpIGJhbGmSAQZtdXNldW3gAQA!16s%2Fg%2F11h9xszm25?entry=ttu",0,5,1,"Jl. Cokroaminoto No.330, Ubung Kaja, Kec. Denpasar Utara, Kota Denpasar, Bali 80115",15000,0,"Bali Oka Monumen, also known as Puputan Badung Memorial, is a historical monument located in the heart of Denpasar, Bali, Indonesia. It commemorates the heroic battle of Puputan Badung, a pivotal moment in Balinese history where the people of Badung fought against the Dutch colonial forces to defend their land and honor.",-8.624416745,115.2008051,"-8.62441674462685, 115.20080512866751",FALSE,Museum
151,Birdwatching west Bali,"https://www.google.com/maps/place/Birdwatching+west+Bali/@-8.1460795,114.5752825,17z/data=!4m15!1m8!3m7!1s0x2dd16b66d9943dc9:0x29f4487928612fcf!2sBirdwatching+west+Bali!8m2!3d-8.1460848!4d114.5778574!10e1!16s%2Fg%2F11ngf5x7gy!3m5!1s0x2dd16b66d9943dc9:0x29f4487928612fcf!8m2!3d-8.1460848!4d114.5778574!16s%2Fg%2F11ngf5x7gy?entry=ttu",0,5,2,"VH3H+H49, Jalan Marga garuda, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155",80000,1,Birdwatching in western Bali offers the experience of observing various bird species in their natural habitats. This place is suitable for birdwatchers and nature lovers who want to explore Bali's biodiversity.,-8.145883019,114.5778467,"-8.145883019182849, 114.57784669173718",FALSE,Tujuan Wisata
152,GREEN HILL BALI,"https://www.google.com/maps/place/GREEN+HILL+BALI/@-8.3158103,114.6068946,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd16113e09bf491:0xf0cb48e4f7dbc8e5!8m2!3d-8.3158156!4d114.611508!16s%2Fg%2F11vhqj8cr1?entry=ttu",0,5,2,"MJM6+MH, Berangbang, Kec. Negara, Kabupaten Jembrana, Bali 82218",20000,1,"Green Hill Bali is a place that offers beautiful views and a green natural atmosphere in Bali. This place is often a destination for relaxing, enjoying nature, and walking around the green area.",-8.315438731,114.6115295,"-8.315438730688438, 114.61152945767145",FALSE,Tujuan Wisata
153,PANTAI KALIANGET,"https://www.google.com/maps/place/DESTINASI+WISATA+PANTAI+KALIANGET/@-7.6125884,113.8000421,9z/data=!4m7!3m6!1s0x2dd19d8af68890a3:0x994bf5a3f5196b05!8m2!3d-8.1828071!4d114.9593171!15sCiFERVNUSU5BU0kgV0lTQVRBIFBBTlRBSSBLQUxJQU5HRVSSARJ0b3VyaXN0X2F0dHJhY3Rpb27gAQA!16s%2Fg%2F11tw_llr53?entry=tts&g_ep=EgoyMDI0MDYxMC4wKgBIAVAD",0,5,2,"RX85+VPG Banjar dinas Alas Harum, Kalianget, Kec. Seririt, Kabupaten Buleleng, Bali 81152",15000,2,"Pantai Kalianget, nestled in the northern region of Bali, is a captivating coastal haven where pristine white sands meet the turquoise embrace of the Indian Ocean. Its tranquil atmosphere, adorned with swaying palm trees and gentle waves lapping the shore, beckons visitors to unwind and immerse themselves in the serenity of nature's embrace.",-8.09825118,114.9453668,"-8.09825117959704, 114.94536677083119",FALSE,Pantai
154,Pantai Petangahan,"https://www.google.com/maps/place/Pantai+Petangahan/@-8.4924917,114.9488646,16z/data=!4m15!1m8!3m7!1s0x2dd22d74406650c7:0xe2a5ee94edd57934!2sJl.+Petangehan,+Lalanglinggah,+Kec.+Selemadeg+Bar.,+Kabupaten+Tabanan,+Bali+82162!3b1!8m2!3d-8.4909478!4d114.9515844!16s%2Fg%2F11c1vq03v3!3m5!1s0x2dd22dd001f96de1:0x4d8d2404c5d67174!8m2!3d-8.4902391!4d114.9474352!16s%2Fg%2F11twrm2d91?entry=ttu",0,5,2,"Jl. Petangehan, Lalanglinggah, Kec. Selemadeg Bar., Kabupaten Tabanan, Bali 82162",15000,2,"Petangahan Beach is a beach in Bali that offers beautiful and serene sea views. This place is suitable for strolling along the beach, enjoying the sea breeze, and relaxing on its white sand.",-8.489785835,114.9473196,"-8.489785835334121, 114.94731964765626",FALSE,Pantai
155,Pura Kahyangan Tiga Desa Adat Belang Kaler,"https://www.google.com/maps/place/Pura+Kahyangan+Tiga+Desa+Adat+Belang+Kaler/@-8.5781303,114.9702712,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd23d9869fd580d:0x89e6fa5ce0926c74!8m2!3d-8.548757!4d115.2474301!15sChBkZXNhIGJ1ZGF5YSBiYWxpkgEGbXVzZXVt4AEA!16s%2Fg%2F11fp1dk5jw?entry=ttu",0,5,2,"F62W+FXV, Singapadu Kaler, Kec. Sukawati, Kabupaten Gianyar, Bali 80582",15000,0,"Pura Kahyangan Tiga Desa Adat Belang Kaler, also known as Pura Tri Kahyangan, is a sacred triple temple complex located in the Belang Kaler Village, Tabanan Regency, Bali, Indonesia. It's a significant spiritual site for the local Balinese Hindu community and holds immense cultural and historical value.",-8.533655542,115.2449294,"-8.533655542065487, 115.24492939444393",FALSE,Museum
156,Batu Belah Temple,"https://www.google.com/maps/place/Batu+Belah+Temple/@-8.3101058,115.6215929,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd201ac88d247ab:0x5fce9f7e5420ea0b!8m2!3d-8.3101058!4d115.6215929!16s%2Fg%2F11lgjp0z_3?entry=ttu",0,5,3,"MJQC+XJ4, Jl. Batu Belah Jl. Kubu, Datah, Kec. Abang, Kabupaten Karangasem, Bali 80852",15000,0,"This is a Hindu temple located in Karangasem, East Bali. It's a holy site for the local people and is said to have been around for centuries.",-8.309909401,115.6215714,"-8.309909400501986, 115.62157144232856",FALSE,Monumen
157,Monumen I Gusti Ngurah Made Agung,"https://www.google.com/maps/place/Monumen+I+Gusti+Ngurah+Made+Agung/@-8.6490945,115.199541,15z/data=!4m11!1m3!2m2!1smonumen+di+bali!6e1!3m6!1s0x2dd23f61ef1de91b:0x47648d48667b25b!8m2!3d-8.6490945!4d115.2175654!15sCg9tb251bWVuIGRpIGJhbGmSAQlzY3VscHR1cmXgAQA!16s%2Fg%2F11c454w1rl?entry=ttu",0,5,3,"Jl. Yudistira No.44, Dangin Puri Kauh, Kec. Denpasar Utara, Kota Denpasar, Bali 80233",15000,0,"This monument was established to honor and commemorate the services and contributions of I Gusti Ngurah Made Agung in maintaining and advancing the culture and life of the Balinese people. I Gusti Ngurah Made Agung is known as one of the influential leaders in Bali during his time, with his significant role in maintaining social stability as well as advancing culture and education in Bali.",-8.648267167,115.2175225,"-8.648267166638561, 115.2175225286675",FALSE,Monumen
158,kubu hobbit pedawa,"https://www.google.com/maps/place/kubu+hobbit+pedawa/@-8.2458222,115.0161957,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd1853fb7df3905:0xff1105fcfdc930ec!8m2!3d-8.2458275!4d115.0187706!16s%2Fg%2F11tnffv_j1?entry=ttu",0,5,4,"Q239+M92, Jl. Banjar Asah, Pedawa, Kec. Banjar, Kabupaten Buleleng, Bali 81152",15000,3,"Kubu Hobbit Pedawa offers a lush village atmosphere with unique and attractive hobbit houses. These hobbit houses are made of bamboo and wood, and have a round shape like hobbit houses in the film The Lord of the Rings. Visitors can take photos inside the hobbit houses or even stay there.",-8.245450564,115.0187813,"-8.245450563682907, 115.01878132883573",FALSE,Desa Budaya
159,Monumen Pahlawan Kapten Wayan Dipta,"https://www.google.com/maps/place/Monumen+Pahlawan+Kapten+Wayan+Dipta/@-8.5490262,115.3006909,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd2170178943041:0x7c95933462b28baf!8m2!3d-8.5490315!4d115.3032658!16s%2Fg%2F11rn6wpztd?entry=ttu",0,5,4,"F823+98J, Buruan, Kec. Blahbatuh, Kabupaten Gianyar, Bali 80581",15000,0,"The Kapten Wayan Dipta Hero Monument is located at the intersection of Jalan Dharma Giri, Buruan, Blahbatuh, Gianyar, Bali. This monument was established to commemorate the services of Kapten Wayan Dipta, a national hero from Bali who died in battle against the Dutch on April 12, 1946.",-8.548814003,115.3031907,"-8.548814002566372, 115.30319069814993",FALSE,Monumen
160,Pura bale agung desa adat kubontingguh,"https://www.google.com/maps/place/Pura+bale+agung+desa+adat+kubontingguh/@-8.5096947,114.8503819,11z/data=!4m11!1m3!2m2!1sdesa+budaya+bali!6e1!3m6!1s0x2dd23bae74ceac9f:0xdc162cfc37e179b!8m2!3d-8.5096947!4d115.138773!15sChBkZXNhIGJ1ZGF5YSBiYWxpkgEGbXVzZXVt4AEA!16s%2Fg%2F11j8k7cybm?entry=ttu",0,5,6,"F4RQ+4GC, Denbantas, Kec. Tabanan, Kabupaten Tabanan, Bali 82181",15000,0,"Bale Agung Temple of Kubontingguh Traditional Village is located in Kubontingguh Village, Tabanan District, Tabanan Regency, Bali. This temple is one of the three kahyangan temples in the traditional village, along with Pura Puseh and Pura Dalem. Bale Agung Temple has typical traditional Balinese architecture with beautiful and detailed ornaments. The temple is surrounded by a brick wall and has three levels, namely the middle jaba, jaba jero, and jeroan.",-8.495094071,115.1380864,"-8.495094070583031, 115.13808635868001",FALSE,Pura
161,Patung Ida Cokorda Pemecutan IX,"https://www.google.com/maps/place/Patung+Ida+Cokorda+Pemecutan+IX/@-8.6583264,115.2073217,17z/data=!3m1!4b1!4m6!3m5!1s0x2dd240a2fc28827b:0xfc0ab58cb555ba91!8m2!3d-8.6583317!4d115.2098966!16s%2Fg%2F11c45n_8qb?entry=ttu",0,5,6,"Jl. Hasanuddin No.90, Pemecutan, Kec. Denpasar Bar., Kota Denpasar, Bali 80112",15000,0,"The statue of Ida Cokorda Pemecutan IX stands proudly at the intersection of Jalan Hasanuddin-Imam Bonjol, Denpasar, Bali. This 4.3-meter-high bronze statue depicts the figure of Ida Cokorda Pemecutan IX, the last king of Puri Pemecutan, who died heroically in Built in 2011, the statue is the work of renowned Balinese sculpture artist, I Nyoman Alim Mustapha. The statue not only showcases the gallantry of Ida Cokorda Pemecutan IX, but also symbolizes the fighting spirit and patriotism of the Balinese people in defending their homeland. Puputan Badung against the Dutch on September 20, 1906.",-8.658061232,115.2099824,"-8.65806123246814, 115.20998243068578",FALSE,Monumen
